epoch,KNN,MLP,NB,val MSE
17,0.16043771043771043,0.12491582491582491,0.11346801346801347,0.14469814893407465
15,0.1611111111111111,0.1207070707070707,0.1134680134680134,0.1463260543177013
13,0.1619528619528619,0.1178451178451178,0.1136363636363636,0.1430061361082493
11,0.154040404040404,0.1212121212121212,0.1136363636363636,0.1419871136625537
9,0.1513468013468013,0.1237373737373737,0.1136363636363636,0.1392593224719828
7,0.1617845117845117,0.1222222222222222,0.1132996632996633,0.1376008203064569
5,0.1627946127946128,0.1212121212121212,0.1129629629629629,0.1355492990616159
3,0.1658249158249158,0.1015151515151515,0.1131313131313131,0.1358994870689792
1,0.1587542087542087,0.1185185185185185,0.1134680134680134,0.1323352487986083
0,0.252020202020202,0.1631313131313131,0.2638047138047138,0.0647273448628388
